"";"cor_raca";"faixa_etaria"
"7033";"Branca";"30-59"
"7034";"Branca";"30-59"
"7035";"Branca";"30-59"
"7036";"Branca";"30-59"
"7037";"Branca";"30-59"
"7038";"Branca";"30-59"
"7039";"Branca";"30-59"
"7040";"Branca";"30-59"
"7041";"Branca";"30-59"
"7042";"Branca";"30-59"
"7043";"Branca";"30-59"
"7044";"Branca";"30-59"
"7045";"Branca";"30-59"
"7046";"Branca";"30-59"
"7047";"Branca";"30-59"
"7048";"Branca";"30-59"
"7049";"Branca";"30-59"
"7050";"Branca";"30-59"
"7051";"Branca";"30-59"
"7052";"Branca";"30-59"
"7053";"Branca";"30-59"
"7054";"Branca";"30-59"
"7055";"Branca";"30-59"
"7056";"Branca";"30-59"
"7057";"Branca";"30-59"
"7058";"Branca";"30-59"
"7059";"Branca";"30-59"
"7060";"Branca";"30-59"
"7061";"Branca";"30-59"
"7062";"Branca";"30-59"
"7063";"Branca";"30-59"
"7064";"Branca";"30-59"
"7065";"Branca";"30-59"
"7066";"Branca";"30-59"
"7067";"Branca";"30-59"
"7068";"Branca";"30-59"
"7069";"Branca";"30-59"
"7070";"Branca";"30-59"
"7071";"Branca";"30-59"
"7072";"Branca";"30-59"
"7073";"Branca";"30-59"
"7074";"Branca";"30-59"
"7075";"Branca";"30-59"
"7076";"Branca";"30-59"
"7077";"Branca";"30-59"
"7078";"Branca";"30-59"
"7079";"Branca";"30-59"
"7080";"Branca";"30-59"
"7081";"Branca";"30-59"
"7082";"Branca";"30-59"
"7083";"Branca";"30-59"
"7084";"Branca";"30-59"
"7085";"Branca";"30-59"
"7086";"Branca";"30-59"
"7087";"Branca";"30-59"
"7088";"Branca";"30-59"
"7089";"Branca";"30-59"
"7090";"Branca";"30-59"
"7091";"Branca";"30-59"
"7092";"Branca";"30-59"
"7093";"Branca";"30-59"
"7094";"Branca";"30-59"
"7095";"Branca";"30-59"
"7096";"Branca";"30-59"
"7097";"Branca";"30-59"
"7098";"Branca";"30-59"
"7099";"Branca";"30-59"
"7100";"Branca";"30-59"
"7101";"Branca";"30-59"
"7102";"Branca";"30-59"
"7103";"Branca";"30-59"
"7104";"Branca";"30-59"
"7105";"Branca";"30-59"
"7106";"Branca";"30-59"
"7107";"Branca";"30-59"
"7108";"Branca";"30-59"
"7109";"Branca";"30-59"
"7110";"Branca";"30-59"
"7111";"Branca";"30-59"
"7112";"Branca";"30-59"
"7113";"Branca";"30-59"
"7114";"Branca";"30-59"
"7115";"Branca";"30-59"
"7116";"Branca";"30-59"
"7117";"Branca";"30-59"
"7118";"Branca";"30-59"
"7119";"Branca";"30-59"
"7120";"Branca";"30-59"
"7121";"Branca";"30-59"
"7122";"Branca";"30-59"
"7123";"Branca";"30-59"
"7124";"Branca";"30-59"
"7125";"Branca";"30-59"
"7126";"Branca";"30-59"
"7127";"Branca";"30-59"
"7128";"Branca";"30-59"
"7129";"Branca";"30-59"
"7130";"Branca";"30-59"
"7131";"Branca";"30-59"
"7132";"Branca";"30-59"
"7133";"Branca";"30-59"
"7134";"Branca";"30-59"
"7135";"Branca";"30-59"
"7136";"Branca";"30-59"
"7137";"Branca";"30-59"
"7138";"Branca";"30-59"
"7139";"Branca";"30-59"
"7140";"Branca";"30-59"
"7141";"Branca";"30-59"
"7142";"Branca";"30-59"
"7143";"Branca";"30-59"
"7144";"Branca";"30-59"
"7145";"Branca";"30-59"
"7146";"Branca";"30-59"
"7147";"Branca";"30-59"
"7148";"Branca";"30-59"
"7149";"Branca";"30-59"
"7150";"Branca";"30-59"
"7151";"Branca";"30-59"
"7152";"Branca";"30-59"
"7153";"Branca";"30-59"
"7154";"Branca";"30-59"
"7155";"Branca";"30-59"
"7156";"Branca";"30-59"
"7157";"Branca";"30-59"
"7158";"Branca";"30-59"
"7159";"Branca";"30-59"
"7160";"Branca";"30-59"
"7161";"Branca";"30-59"
"7162";"Branca";"30-59"
"7163";"Branca";"30-59"
"7164";"Branca";"30-59"
"7165";"Branca";"30-59"
"7166";"Branca";"30-59"
"7167";"Branca";"30-59"
"7168";"Branca";"30-59"
"7169";"Branca";"30-59"
"7170";"Branca";"30-59"
"7171";"Branca";"30-59"
"7172";"Branca";"30-59"
"7173";"Branca";"30-59"
"7174";"Branca";"30-59"
"7175";"Branca";"30-59"
"7176";"Branca";"30-59"
"7177";"Branca";"30-59"
"7178";"Branca";"30-59"
"7179";"Branca";"30-59"
"7180";"Branca";"30-59"
"7181";"Branca";"30-59"
"7182";"Branca";"30-59"
"7183";"Branca";"30-59"
"7184";"Branca";"30-59"
"7185";"Branca";"30-59"
"7186";"Branca";"30-59"
"7187";"Branca";"30-59"
"7188";"Branca";"30-59"
"7189";"Branca";"30-59"
"7190";"Branca";"30-59"
"7191";"Branca";"30-59"
"7192";"Branca";"30-59"
"7193";"Branca";"30-59"
"7194";"Branca";"30-59"
"7195";"Branca";"30-59"
"7196";"Branca";"30-59"
"7197";"Branca";"30-59"
"7198";"Branca";"30-59"
"7199";"Branca";"30-59"
"7200";"Branca";"30-59"
"7201";"Branca";"30-59"
"7202";"Branca";"30-59"
"7203";"Branca";"30-59"
"7204";"Branca";"30-59"
"7205";"Branca";"30-59"
"7206";"Branca";"30-59"
"7207";"Branca";"30-59"
"7208";"Branca";"30-59"
"7209";"Branca";"30-59"
"7210";"Branca";"30-59"
"7211";"Branca";"30-59"
"7212";"Branca";"30-59"
"7213";"Branca";"30-59"
"7214";"Branca";"30-59"
"7215";"Branca";"30-59"
"7216";"Branca";"30-59"
"7217";"Branca";"30-59"
"7218";"Branca";"30-59"
"7219";"Branca";"30-59"
"7220";"Branca";"30-59"
"7221";"Branca";"30-59"
"7222";"Branca";"30-59"
"7223";"Branca";"30-59"
"7224";"Branca";"30-59"
"7225";"Branca";"30-59"
"7226";"Branca";"30-59"
"7227";"Branca";"30-59"
"7228";"Branca";"30-59"
"7229";"Branca";"30-59"
"7230";"Branca";"30-59"
"7231";"Branca";"30-59"
"7232";"Branca";"30-59"
"7233";"Branca";"30-59"
"7234";"Branca";"30-59"
"7235";"Branca";"30-59"
"7236";"Branca";"30-59"
"7237";"Branca";"30-59"
"7238";"Branca";"30-59"
"7239";"Branca";"30-59"
"7240";"Branca";"30-59"
"7241";"Branca";"30-59"
"7242";"Branca";"30-59"
"7243";"Branca";"30-59"
"7244";"Branca";"30-59"
"7245";"Branca";"30-59"
"7246";"Branca";"30-59"
"7247";"Branca";"30-59"
"7248";"Branca";"30-59"
"7249";"Branca";"30-59"
"7250";"Branca";"30-59"
"7251";"Branca";"30-59"
"7252";"Branca";"30-59"
"7253";"Branca";"30-59"
"7254";"Branca";"30-59"
"7255";"Branca";"30-59"
"7256";"Branca";"30-59"
"7257";"Branca";"30-59"
"7258";"Branca";"30-59"
"7259";"Branca";"30-59"
"7260";"Branca";"30-59"
"7261";"Branca";"30-59"
"7262";"Branca";"30-59"
"7263";"Branca";"30-59"
"7264";"Branca";"30-59"
"7265";"Branca";"30-59"
"7266";"Branca";"30-59"
"7267";"Branca";"30-59"
"7268";"Branca";"30-59"
"7269";"Branca";"30-59"
"7270";"Branca";"30-59"
"7271";"Branca";"30-59"
"7272";"Branca";"30-59"
"7273";"Branca";"30-59"
"7274";"Branca";"30-59"
"7275";"Branca";"30-59"
"7276";"Branca";"30-59"
"7277";"Branca";"30-59"
"7278";"Branca";"30-59"
"7279";"Branca";"30-59"
"7280";"Branca";"30-59"
"7281";"Branca";"30-59"
"7282";"Branca";"30-59"
"7283";"Branca";"30-59"
"7284";"Branca";"30-59"
"7285";"Branca";"30-59"
"7286";"Branca";"30-59"
"7287";"Branca";"30-59"
"7288";"Branca";"30-59"
"7289";"Branca";"30-59"
"7290";"Branca";"30-59"
"7291";"Branca";"30-59"
"7292";"Branca";"30-59"
"7293";"Branca";"30-59"
"7294";"Branca";"30-59"
"7295";"Branca";"30-59"
"7296";"Branca";"30-59"
"7297";"Branca";"30-59"
"7298";"Branca";"30-59"
"7299";"Branca";"30-59"
"7300";"Branca";"30-59"
"7301";"Branca";"30-59"
"7302";"Branca";"30-59"
"7303";"Branca";"30-59"
"7304";"Branca";"30-59"
"7305";"Branca";"30-59"
"7306";"Branca";"30-59"
"7307";"Branca";"30-59"
"7308";"Branca";"30-59"
"7309";"Branca";"30-59"
"7310";"Branca";"30-59"
"7311";"Branca";"30-59"
"7312";"Branca";"30-59"
"7313";"Branca";"30-59"
"7314";"Branca";"30-59"
"7315";"Branca";"30-59"
"7316";"Branca";"30-59"
"7317";"Branca";"30-59"
"7318";"Branca";"30-59"
"7319";"Branca";"30-59"
"7320";"Branca";"30-59"
"7321";"Branca";"30-59"
"7322";"Branca";"30-59"
"7323";"Branca";"30-59"
"7324";"Branca";"30-59"
"7325";"Branca";"30-59"
"7326";"Branca";"30-59"
"7327";"Branca";"30-59"
"7328";"Branca";"30-59"
"7329";"Branca";"30-59"
"7330";"Branca";"30-59"
"7331";"Branca";"30-59"
"7332";"Branca";"30-59"
"7333";"Branca";"30-59"
"7334";"Branca";"30-59"
"7335";"Branca";"30-59"
"7336";"Branca";"30-59"
"7337";"Branca";"30-59"
"7338";"Branca";"30-59"
"7339";"Branca";"30-59"
"7340";"Branca";"30-59"
"7341";"Branca";"30-59"
"7342";"Branca";"30-59"
"7343";"Branca";"30-59"
"7344";"Branca";"30-59"
"7345";"Branca";"30-59"
"7346";"Branca";"30-59"
"7347";"Branca";"30-59"
"7348";"Branca";"30-59"
"7349";"Branca";"30-59"
"7350";"Branca";"30-59"
"7351";"Branca";"30-59"
"7352";"Branca";"30-59"
"7353";"Branca";"30-59"
"7354";"Branca";"30-59"
"7355";"Branca";"30-59"
"7356";"Branca";"30-59"
"7357";"Branca";"30-59"
"7358";"Branca";"30-59"
"7359";"Branca";"30-59"
"7360";"Branca";"30-59"
"7361";"Branca";"30-59"
"7362";"Branca";"30-59"
"7363";"Branca";"30-59"
"7364";"Branca";"30-59"
"7365";"Branca";"30-59"
"7366";"Branca";"30-59"
"7367";"Branca";"30-59"
"7368";"Branca";"30-59"
"7369";"Branca";"30-59"
"7370";"Branca";"30-59"
"7371";"Branca";"30-59"
"7372";"Branca";"30-59"
"7373";"Branca";"30-59"
"7374";"Branca";"30-59"
"7375";"Branca";"30-59"
"7376";"Branca";"30-59"
"7377";"Branca";"30-59"
"7378";"Branca";"30-59"
"7379";"Branca";"30-59"
"7380";"Branca";"30-59"
"7381";"Branca";"30-59"
"7382";"Branca";"30-59"
"7383";"Branca";"30-59"
"7384";"Branca";"30-59"
"7385";"Branca";"30-59"
"7386";"Branca";"30-59"
"7387";"Branca";"30-59"
"7388";"Branca";"30-59"
"7389";"Branca";"30-59"
"7390";"Branca";"30-59"
"7391";"Branca";"30-59"
"7392";"Branca";"30-59"
"7393";"Branca";"30-59"
"7394";"Branca";"30-59"
"7395";"Branca";"30-59"
"7396";"Branca";"30-59"
"7397";"Branca";"30-59"
"7398";"Branca";"30-59"
"7399";"Branca";"30-59"
"7400";"Branca";"30-59"
"7401";"Branca";"30-59"
"7402";"Branca";"30-59"
"7403";"Branca";"30-59"
"7404";"Branca";"30-59"
"7405";"Branca";"30-59"
"7406";"Branca";"30-59"
"7407";"Branca";"30-59"
"7408";"Branca";"30-59"
"7409";"Branca";"30-59"
"7410";"Branca";"30-59"
"7411";"Branca";"30-59"
"7412";"Branca";"30-59"
"7413";"Branca";"30-59"
"7414";"Branca";"30-59"
"7415";"Branca";"30-59"
"7416";"Branca";"30-59"
"7417";"Branca";"30-59"
"7418";"Branca";"30-59"
"7419";"Branca";"30-59"
"7420";"Branca";"30-59"
"7421";"Branca";"30-59"
"7422";"Branca";"30-59"
"7423";"Branca";"30-59"
"7424";"Branca";"30-59"
"7425";"Branca";"30-59"
"7426";"Branca";"30-59"
"7427";"Branca";"30-59"
"7428";"Branca";"30-59"
"7429";"Branca";"30-59"
"7430";"Branca";"30-59"
"7431";"Branca";"30-59"
"7432";"Branca";"30-59"
"7433";"Branca";"30-59"
"7434";"Branca";"30-59"
"7435";"Branca";"30-59"
"7436";"Branca";"30-59"
"7437";"Branca";"30-59"
"7438";"Branca";"30-59"
"7439";"Branca";"30-59"
"7440";"Branca";"30-59"
"7441";"Branca";"30-59"
"7442";"Branca";"30-59"
"7443";"Branca";"30-59"
"7444";"Branca";"30-59"
"7445";"Branca";"30-59"
"7446";"Branca";"30-59"
"7447";"Branca";"30-59"
"7448";"Branca";"30-59"
"7449";"Branca";"30-59"
"7450";"Branca";"30-59"
"7451";"Branca";"30-59"
"7452";"Branca";"30-59"
"7453";"Branca";"30-59"
"7454";"Branca";"30-59"
"7455";"Branca";"30-59"
"7456";"Branca";"30-59"
"7457";"Branca";"30-59"
"7458";"Branca";"30-59"
"7459";"Branca";"30-59"
"7460";"Branca";"30-59"
"7461";"Branca";"30-59"
"7462";"Branca";"30-59"
"7463";"Branca";"30-59"
"7464";"Branca";"30-59"
"7465";"Branca";"30-59"
"7466";"Branca";"30-59"
"7467";"Branca";"30-59"
"7468";"Branca";"30-59"
"7469";"Branca";"30-59"
"7470";"Branca";"30-59"
"7471";"Branca";"30-59"
"7472";"Branca";"30-59"
"7473";"Branca";"30-59"
"7474";"Branca";"30-59"
"7475";"Branca";"30-59"
"7476";"Branca";"30-59"
"7477";"Branca";"30-59"
"7478";"Branca";"30-59"
"7479";"Branca";"30-59"
"7480";"Branca";"30-59"
"7481";"Branca";"30-59"
"7482";"Branca";"30-59"
"7483";"Branca";"30-59"
"7484";"Branca";"30-59"
"7485";"Branca";"30-59"
"7486";"Branca";"30-59"
"7487";"Branca";"30-59"
"7488";"Branca";"30-59"
"7489";"Branca";"30-59"
"7490";"Branca";"30-59"
"7491";"Branca";"30-59"
"7492";"Branca";"30-59"
"7493";"Branca";"30-59"
"7494";"Branca";"30-59"
"7495";"Branca";"30-59"
"7496";"Branca";"30-59"
"7497";"Branca";"30-59"
"7498";"Branca";"30-59"
"7499";"Branca";"30-59"
"7500";"Branca";"30-59"
"7501";"Branca";"30-59"
"7502";"Branca";"30-59"
"7503";"Branca";"30-59"
"7504";"Branca";"30-59"
"7505";"Branca";"30-59"
"7506";"Branca";"30-59"
"7507";"Branca";"30-59"
"7508";"Branca";"30-59"
"7509";"Branca";"30-59"
"7510";"Branca";"30-59"
"7511";"Branca";"30-59"
"7512";"Branca";"30-59"
"7513";"Branca";"30-59"
"7514";"Branca";"30-59"
"7515";"Branca";"30-59"
"7516";"Branca";"30-59"
"7517";"Branca";"30-59"
"7518";"Branca";"30-59"
"7519";"Branca";"30-59"
"7520";"Branca";"30-59"
"7521";"Branca";"30-59"
"7522";"Branca";"30-59"
"7523";"Branca";"30-59"
"7524";"Branca";"30-59"
"7525";"Branca";"30-59"
"7526";"Branca";"30-59"
"7527";"Branca";"30-59"
"7528";"Branca";"30-59"
"7529";"Branca";"30-59"
"7530";"Branca";"30-59"
"7531";"Branca";"30-59"
"7532";"Branca";"30-59"
"7533";"Branca";"30-59"
"7534";"Branca";"30-59"
"7535";"Branca";"30-59"
"7536";"Branca";"30-59"
"7537";"Branca";"30-59"
"7538";"Branca";"30-59"
"7539";"Branca";"30-59"
"7540";"Branca";"30-59"
"7541";"Branca";"30-59"
"7542";"Branca";"30-59"
"7543";"Branca";"30-59"
"7544";"Branca";"30-59"
"7545";"Branca";"30-59"
"7546";"Branca";"30-59"
"7547";"Branca";"30-59"
"7548";"Branca";"30-59"
"7549";"Branca";"30-59"
"7550";"Branca";"30-59"
"7551";"Branca";"30-59"
"7552";"Branca";"30-59"
"7553";"Branca";"30-59"
"7554";"Branca";"30-59"
"7555";"Branca";"30-59"
"7556";"Branca";"30-59"
"7557";"Branca";"30-59"
"7558";"Branca";"30-59"
"7559";"Branca";"30-59"
"7560";"Branca";"30-59"
"7561";"Branca";"30-59"
"7562";"Branca";"30-59"
"7563";"Branca";"30-59"
"7564";"Branca";"30-59"
"7565";"Branca";"30-59"
"7566";"Branca";"30-59"
"7567";"Branca";"30-59"
"7568";"Branca";"30-59"
"7569";"Branca";"30-59"
"7570";"Branca";"30-59"
"7571";"Branca";"30-59"
"7572";"Branca";"30-59"
"7573";"Branca";"30-59"
"7574";"Branca";"30-59"
"7575";"Branca";"30-59"
"7576";"Branca";"30-59"
"7577";"Branca";"30-59"
"7578";"Branca";"30-59"
"7579";"Branca";"30-59"
"7580";"Branca";"30-59"
"7581";"Branca";"30-59"
"7582";"Branca";"30-59"
"7583";"Branca";"30-59"
"7584";"Branca";"30-59"
"7585";"Branca";"30-59"
"7586";"Branca";"30-59"
"7587";"Branca";"30-59"
"7588";"Branca";"30-59"
"7589";"Branca";"30-59"
"7590";"Branca";"30-59"
"7591";"Branca";"30-59"
"7592";"Branca";"30-59"
"7593";"Branca";"30-59"
"7594";"Branca";"30-59"
"7595";"Branca";"30-59"
"7596";"Branca";"30-59"
"7597";"Branca";"30-59"
"7598";"Branca";"30-59"
"7599";"Branca";"30-59"
"7600";"Branca";"30-59"
"7601";"Branca";"30-59"
"7602";"Branca";"30-59"
"7603";"Branca";"30-59"
"7604";"Branca";"30-59"
"7605";"Branca";"30-59"
"7606";"Branca";"30-59"
"7607";"Branca";"30-59"
"7608";"Branca";"30-59"
"7609";"Branca";"30-59"
"7610";"Branca";"30-59"
"7611";"Branca";"30-59"
"7612";"Branca";"30-59"
"7613";"Branca";"30-59"
"7614";"Branca";"30-59"
"7615";"Branca";"30-59"
"7616";"Branca";"30-59"
"7617";"Branca";"30-59"
"7618";"Branca";"30-59"
"7619";"Branca";"30-59"
"7620";"Branca";"30-59"
"7621";"Branca";"30-59"
"7622";"Branca";"30-59"
"7623";"Branca";"30-59"
"7624";"Branca";"30-59"
"7625";"Branca";"30-59"
"7626";"Branca";"30-59"
"7627";"Branca";"30-59"
"7628";"Branca";"30-59"
"7629";"Branca";"30-59"
"7630";"Branca";"30-59"
"7631";"Branca";"30-59"
"7632";"Branca";"30-59"
"7633";"Branca";"30-59"
"7634";"Branca";"30-59"
"7635";"Branca";"30-59"
"7636";"Branca";"30-59"
"7637";"Branca";"30-59"
"7638";"Branca";"30-59"
"7639";"Branca";"30-59"
"7640";"Branca";"30-59"
"7641";"Branca";"30-59"
"7642";"Branca";"30-59"
"7643";"Branca";"30-59"
"7644";"Branca";"30-59"
"7645";"Branca";"30-59"
"7646";"Branca";"30-59"
"7647";"Branca";"30-59"
"7648";"Branca";"30-59"
"7649";"Branca";"30-59"
"7650";"Branca";"30-59"
"7651";"Branca";"30-59"
"7652";"Branca";"30-59"
"7653";"Branca";"30-59"
"7654";"Branca";"30-59"
"7655";"Branca";"30-59"
"7656";"Branca";"30-59"
"7657";"Branca";"30-59"
"7658";"Branca";"30-59"
"7659";"Branca";"30-59"
"7660";"Branca";"30-59"
"7661";"Branca";"30-59"
"7662";"Branca";"30-59"
"7663";"Branca";"30-59"
"7664";"Branca";"30-59"
"7665";"Branca";"30-59"
"7666";"Branca";"30-59"
"7667";"Branca";"30-59"
"7668";"Branca";"30-59"
"7669";"Branca";"30-59"
"7670";"Branca";"30-59"
"7671";"Branca";"30-59"
"7672";"Branca";"30-59"
"7673";"Branca";"30-59"
"7674";"Branca";"30-59"
"7675";"Branca";"30-59"
"7676";"Branca";"30-59"
"7677";"Branca";"30-59"
"7678";"Branca";"30-59"
"7679";"Branca";"30-59"
"7680";"Branca";"30-59"
"7681";"Branca";"30-59"
"7682";"Branca";"30-59"
"7683";"Branca";"30-59"
"7684";"Branca";"30-59"
"7685";"Branca";"30-59"
"7686";"Branca";"30-59"
"7687";"Branca";"30-59"
"7688";"Branca";"30-59"
"7689";"Branca";"30-59"
"7690";"Branca";"30-59"
"7691";"Branca";"30-59"
"7692";"Branca";"30-59"
"7693";"Branca";"30-59"
"7694";"Branca";"30-59"
"7695";"Branca";"30-59"
"7696";"Branca";"30-59"
"7697";"Branca";"30-59"
"7698";"Branca";"30-59"
"7699";"Branca";"30-59"
"7700";"Branca";"30-59"
"7701";"Branca";"30-59"
"7702";"Branca";"30-59"
"7703";"Branca";"30-59"
"7704";"Branca";"30-59"
"7705";"Branca";"30-59"
"7706";"Branca";"30-59"
"7707";"Branca";"30-59"
"7708";"Branca";"30-59"
"7709";"Branca";"30-59"
"7710";"Branca";"30-59"
"7711";"Branca";"30-59"
"7712";"Branca";"30-59"
"7713";"Branca";"30-59"
"7714";"Branca";"30-59"
"7715";"Branca";"30-59"
"7716";"Branca";"30-59"
"7717";"Branca";"30-59"
"7718";"Branca";"30-59"
"7719";"Branca";"30-59"
"7720";"Branca";"30-59"
"7721";"Branca";"30-59"
"7722";"Branca";"30-59"
"7723";"Branca";"30-59"
"7724";"Branca";"30-59"
"7725";"Branca";"30-59"
"7726";"Branca";"30-59"
"7727";"Branca";"30-59"
"7728";"Branca";"30-59"
"7729";"Branca";"30-59"
"7730";"Branca";"30-59"
"7731";"Branca";"30-59"
"7732";"Branca";"30-59"
"7733";"Branca";"30-59"
"7734";"Branca";"30-59"
"7735";"Branca";"30-59"
"7736";"Branca";"30-59"
"7737";"Branca";"30-59"
"7738";"Branca";"30-59"
"7739";"Branca";"30-59"
"7740";"Branca";"30-59"
"7741";"Branca";"30-59"
"7742";"Branca";"30-59"
"7743";"Branca";"30-59"
"7744";"Branca";"30-59"
"7745";"Branca";"30-59"
"7746";"Branca";"30-59"
"7747";"Branca";"30-59"
"7748";"Branca";"30-59"
"7749";"Branca";"30-59"
"7750";"Branca";"30-59"
"7751";"Branca";"30-59"
"7752";"Branca";"30-59"
"7753";"Branca";"30-59"
"7754";"Branca";"30-59"
"7755";"Branca";"30-59"
"7756";"Branca";"30-59"
"7757";"Branca";"30-59"
"7758";"Branca";"30-59"
"7759";"Branca";"30-59"
"7760";"Branca";"30-59"
"7761";"Branca";"30-59"
"7762";"Branca";"30-59"
"7763";"Branca";"30-59"
"7764";"Branca";"30-59"
"7765";"Branca";"30-59"
"7766";"Branca";"30-59"
"7767";"Branca";"30-59"
"7768";"Branca";"30-59"
"7769";"Branca";"30-59"
"7770";"Branca";"30-59"
"7771";"Branca";"30-59"
"7772";"Branca";"30-59"
"7773";"Branca";"30-59"
"7774";"Branca";"30-59"
"7775";"Branca";"30-59"
"7776";"Branca";"30-59"
"7777";"Branca";"30-59"
"7778";"Branca";"30-59"
"7779";"Branca";"30-59"
"7780";"Branca";"30-59"
"7781";"Branca";"30-59"
"7782";"Branca";"30-59"
"7783";"Branca";"30-59"
"7784";"Branca";"30-59"
"7785";"Branca";"30-59"
"7786";"Branca";"30-59"
"7787";"Branca";"30-59"
"7788";"Branca";"30-59"
"7789";"Branca";"30-59"
"7790";"Branca";"30-59"
"7791";"Branca";"30-59"
"7792";"Branca";"30-59"
"7793";"Branca";"30-59"
"7794";"Branca";"30-59"
"7795";"Branca";"30-59"
"7796";"Branca";"30-59"
"7797";"Branca";"30-59"
"7798";"Branca";"30-59"
"7799";"Branca";"30-59"
"7800";"Branca";"30-59"
"7801";"Branca";"30-59"
"7802";"Branca";"30-59"
"7803";"Branca";"30-59"
"7804";"Branca";"30-59"
"7805";"Branca";"30-59"
"7806";"Branca";"30-59"
"7807";"Branca";"30-59"
"7808";"Branca";"30-59"
"7809";"Branca";"30-59"
"7810";"Branca";"30-59"
"7811";"Branca";"30-59"
"7812";"Branca";"30-59"
"7813";"Branca";"30-59"
"7814";"Branca";"30-59"
"7815";"Branca";"30-59"
"7816";"Branca";"30-59"
"7817";"Branca";"30-59"
"7818";"Branca";"30-59"
"7819";"Branca";"30-59"
"7820";"Branca";"30-59"
"7821";"Branca";"30-59"
"7822";"Branca";"30-59"
"7823";"Branca";"30-59"
"7824";"Branca";"30-59"
"7825";"Branca";"30-59"
"7826";"Branca";"30-59"
"7827";"Branca";"30-59"
"7828";"Branca";"30-59"
"7829";"Branca";"30-59"
"7830";"Branca";"30-59"
"7831";"Branca";"30-59"
"7832";"Branca";"30-59"
"7833";"Branca";"30-59"
"7834";"Branca";"30-59"
"7835";"Branca";"30-59"
"7836";"Branca";"30-59"
"7837";"Branca";"30-59"
"7838";"Branca";"30-59"
"7839";"Branca";"30-59"
"7840";"Branca";"30-59"
"7841";"Branca";"30-59"
"7842";"Branca";"30-59"
"7843";"Branca";"30-59"
"7844";"Branca";"30-59"
"7845";"Branca";"30-59"
"7846";"Branca";"30-59"
"7847";"Branca";"30-59"
"7848";"Branca";"30-59"
"7849";"Branca";"30-59"
"7850";"Branca";"30-59"
"7851";"Branca";"30-59"
"7852";"Branca";"30-59"
"7853";"Branca";"30-59"
"7854";"Branca";"30-59"
"7855";"Branca";"30-59"
"7856";"Branca";"30-59"
"7857";"Branca";"30-59"
"7858";"Branca";"30-59"
"7859";"Branca";"30-59"
"7860";"Branca";"30-59"
"7861";"Branca";"30-59"
"7862";"Branca";"30-59"
"7863";"Branca";"30-59"
"7864";"Branca";"30-59"
"7865";"Branca";"30-59"
"7866";"Branca";"30-59"
"7867";"Branca";"30-59"
"7868";"Branca";"30-59"
"7869";"Branca";"30-59"
"7870";"Branca";"30-59"
"7871";"Branca";"30-59"
"7872";"Branca";"30-59"
"7873";"Branca";"30-59"
"7874";"Branca";"30-59"
"7875";"Branca";"30-59"
"7876";"Branca";"30-59"
"7877";"Branca";"30-59"
"7878";"Branca";"30-59"
"7879";"Branca";"30-59"
"7880";"Branca";"30-59"
"7881";"Branca";"30-59"
"7882";"Branca";"30-59"
"7883";"Branca";"30-59"
"7884";"Branca";"30-59"
"7885";"Branca";"30-59"
"7886";"Branca";"30-59"
"7887";"Branca";"30-59"
"7888";"Branca";"30-59"
"7889";"Branca";"30-59"
"7890";"Branca";"30-59"
"7891";"Branca";"30-59"
"7892";"Branca";"30-59"
"7893";"Branca";"30-59"
"7894";"Branca";"30-59"
"7895";"Branca";"30-59"
"7896";"Branca";"30-59"
"7897";"Branca";"30-59"
"7898";"Branca";"30-59"
"7899";"Branca";"30-59"
"7900";"Branca";"30-59"
"7901";"Branca";"30-59"
"7902";"Branca";"30-59"
"7903";"Branca";"30-59"
"7904";"Branca";"30-59"
"7905";"Branca";"30-59"
"7906";"Branca";"30-59"
"7907";"Branca";"30-59"
"7908";"Branca";"30-59"
"7909";"Branca";"30-59"
"7910";"Branca";"30-59"
"7911";"Branca";"30-59"
"7912";"Branca";"30-59"
"7913";"Branca";"30-59"
"7914";"Branca";"30-59"
"7915";"Branca";"30-59"
"7916";"Branca";"30-59"
"7917";"Branca";"30-59"
"7918";"Branca";"30-59"
"7919";"Branca";"30-59"
"7920";"Branca";"30-59"
"7921";"Branca";"30-59"
"7922";"Branca";"30-59"
"7923";"Branca";"30-59"
"7924";"Branca";"30-59"
"7925";"Branca";"30-59"
"7926";"Branca";"30-59"
"7927";"Branca";"30-59"
"7928";"Branca";"30-59"
"7929";"Branca";"30-59"
"7930";"Branca";"30-59"
"7931";"Branca";"30-59"
"7932";"Branca";"30-59"
"7933";"Branca";"30-59"
"7934";"Branca";"30-59"
"7935";"Branca";"30-59"
"7936";"Branca";"30-59"
"7937";"Branca";"30-59"
"7938";"Branca";"30-59"
"7939";"Branca";"30-59"
"7940";"Branca";"30-59"
"7941";"Branca";"30-59"
"7942";"Branca";"30-59"
"7943";"Branca";"30-59"
"7944";"Branca";"30-59"
"7945";"Branca";"30-59"
"7946";"Branca";"30-59"
"7947";"Branca";"30-59"
"7948";"Branca";"30-59"
"7949";"Branca";"30-59"
"7950";"Branca";"30-59"
"7951";"Branca";"30-59"
"7952";"Branca";"30-59"
"7953";"Branca";"30-59"
"7954";"Branca";"30-59"
"7955";"Branca";"30-59"
"7956";"Branca";"30-59"
"7957";"Branca";"30-59"
"7958";"Branca";"30-59"
"7959";"Branca";"30-59"
"7960";"Branca";"30-59"
"7961";"Branca";"30-59"
"7962";"Branca";"30-59"
"7963";"Branca";"30-59"
"7964";"Branca";"30-59"
