"";"cor_raca";"faixa_etaria"
"22679";"Parda";"15-29"
"22680";"Parda";"15-29"
"22681";"Parda";"15-29"
"22682";"Parda";"15-29"
"22683";"Parda";"15-29"
"22684";"Parda";"15-29"
"22685";"Parda";"15-29"
"22686";"Parda";"15-29"
"22687";"Parda";"15-29"
"22688";"Parda";"15-29"
"22689";"Parda";"15-29"
"22690";"Parda";"15-29"
"22691";"Parda";"15-29"
"22692";"Parda";"15-29"
"22693";"Parda";"15-29"
"22694";"Parda";"15-29"
"22695";"Parda";"15-29"
"22696";"Parda";"15-29"
"22697";"Parda";"15-29"
"22698";"Parda";"15-29"
"22699";"Parda";"15-29"
"22700";"Parda";"15-29"
"22701";"Parda";"15-29"
"22702";"Parda";"15-29"
"22703";"Parda";"15-29"
"22704";"Parda";"15-29"
"22705";"Parda";"15-29"
"22706";"Parda";"15-29"
"22707";"Parda";"15-29"
"22708";"Parda";"15-29"
"22709";"Parda";"15-29"
"22710";"Parda";"15-29"
"22711";"Parda";"15-29"
"22712";"Parda";"15-29"
"22713";"Parda";"15-29"
"22714";"Parda";"15-29"
"22715";"Parda";"15-29"
"22716";"Parda";"15-29"
"22717";"Parda";"15-29"
"22718";"Parda";"15-29"
"22719";"Parda";"15-29"
"22720";"Parda";"15-29"
"22721";"Parda";"15-29"
"22722";"Parda";"15-29"
"22723";"Parda";"15-29"
"22724";"Parda";"15-29"
"22725";"Parda";"15-29"
"22726";"Parda";"15-29"
"22727";"Parda";"15-29"
"22728";"Parda";"15-29"
"22729";"Parda";"15-29"
"22730";"Parda";"15-29"
"22731";"Parda";"15-29"
"22732";"Parda";"15-29"
"22733";"Parda";"15-29"
"22734";"Parda";"15-29"
"22735";"Parda";"15-29"
"22736";"Parda";"15-29"
"22737";"Parda";"15-29"
"22738";"Parda";"15-29"
"22739";"Parda";"15-29"
"22740";"Parda";"15-29"
"22741";"Parda";"15-29"
"22742";"Parda";"15-29"
"22743";"Parda";"15-29"
"22744";"Parda";"15-29"
"22745";"Parda";"15-29"
"22746";"Parda";"15-29"
"22747";"Parda";"15-29"
"22748";"Parda";"15-29"
"22749";"Parda";"15-29"
"22750";"Parda";"15-29"
"22751";"Parda";"15-29"
"22752";"Parda";"15-29"
"22753";"Parda";"15-29"
"22754";"Parda";"15-29"
"22755";"Parda";"15-29"
"22756";"Parda";"15-29"
"22757";"Parda";"15-29"
"22758";"Parda";"15-29"
"22759";"Parda";"15-29"
"22760";"Parda";"15-29"
"22761";"Parda";"15-29"
"22762";"Parda";"15-29"
"22763";"Parda";"15-29"
"22764";"Parda";"15-29"
"22765";"Parda";"15-29"
"22766";"Parda";"15-29"
"22767";"Parda";"15-29"
"22768";"Parda";"15-29"
"22769";"Parda";"15-29"
"22770";"Parda";"15-29"
"22771";"Parda";"15-29"
"22772";"Parda";"15-29"
"22773";"Parda";"15-29"
"22774";"Parda";"15-29"
"22775";"Parda";"15-29"
"22776";"Parda";"15-29"
"22777";"Parda";"15-29"
"22778";"Parda";"15-29"
"22779";"Parda";"15-29"
"22780";"Parda";"15-29"
"22781";"Parda";"15-29"
"22782";"Parda";"15-29"
"22783";"Parda";"15-29"
"22784";"Parda";"15-29"
"22785";"Parda";"15-29"
"22786";"Parda";"15-29"
"22787";"Parda";"15-29"
"22788";"Parda";"15-29"
"22789";"Parda";"15-29"
"22790";"Parda";"15-29"
"22791";"Parda";"15-29"
"22792";"Parda";"15-29"
"22793";"Parda";"15-29"
"22794";"Parda";"15-29"
"22795";"Parda";"15-29"
"22796";"Parda";"15-29"
"22797";"Parda";"15-29"
"22798";"Parda";"15-29"
"22799";"Parda";"15-29"
"22800";"Parda";"15-29"
"22801";"Parda";"15-29"
"22802";"Parda";"15-29"
"22803";"Parda";"15-29"
"22804";"Parda";"15-29"
"22805";"Parda";"15-29"
"22806";"Parda";"15-29"
"22807";"Parda";"15-29"
"22808";"Parda";"15-29"
"22809";"Parda";"15-29"
"22810";"Parda";"15-29"
"22811";"Parda";"15-29"
"22812";"Parda";"15-29"
"22813";"Parda";"15-29"
"22814";"Parda";"15-29"
"22815";"Parda";"15-29"
"22816";"Parda";"15-29"
"22817";"Parda";"15-29"
"22818";"Parda";"15-29"
"22819";"Parda";"15-29"
"22820";"Parda";"15-29"
"22821";"Parda";"15-29"
"22822";"Parda";"15-29"
"22823";"Parda";"15-29"
"22824";"Parda";"15-29"
"22825";"Parda";"15-29"
"22826";"Parda";"15-29"
"22827";"Parda";"15-29"
"22828";"Parda";"15-29"
"22829";"Parda";"15-29"
"22830";"Parda";"15-29"
"22831";"Parda";"15-29"
"22832";"Parda";"15-29"
"22833";"Parda";"15-29"
"22834";"Parda";"15-29"
"22835";"Parda";"15-29"
"22836";"Parda";"15-29"
"22837";"Parda";"15-29"
"22838";"Parda";"15-29"
"22839";"Parda";"15-29"
"22840";"Parda";"15-29"
"22841";"Parda";"15-29"
"22842";"Parda";"15-29"
"22843";"Parda";"15-29"
"22844";"Parda";"15-29"
"22845";"Parda";"15-29"
"22846";"Parda";"15-29"
"22847";"Parda";"15-29"
"22848";"Parda";"15-29"
"22849";"Parda";"15-29"
"22850";"Parda";"15-29"
"22851";"Parda";"15-29"
"22852";"Parda";"15-29"
"22853";"Parda";"15-29"
"22854";"Parda";"15-29"
"22855";"Parda";"15-29"
"22856";"Parda";"15-29"
"22857";"Parda";"15-29"
"22858";"Parda";"15-29"
"22859";"Parda";"15-29"
"22860";"Parda";"15-29"
"22861";"Parda";"15-29"
"22862";"Parda";"15-29"
"22863";"Parda";"15-29"
"22864";"Parda";"15-29"
"22865";"Parda";"15-29"
"22866";"Parda";"15-29"
"22867";"Parda";"15-29"
"22868";"Parda";"15-29"
"22869";"Parda";"15-29"
"22870";"Parda";"15-29"
"22871";"Parda";"15-29"
"22872";"Parda";"15-29"
"22873";"Parda";"15-29"
"22874";"Parda";"15-29"
"22875";"Parda";"15-29"
"22876";"Parda";"15-29"
"22877";"Parda";"15-29"
"22878";"Parda";"15-29"
"22879";"Parda";"15-29"
"22880";"Parda";"15-29"
"22881";"Parda";"15-29"
"22882";"Parda";"15-29"
"22883";"Parda";"15-29"
"22884";"Parda";"15-29"
"22885";"Parda";"15-29"
"22886";"Parda";"15-29"
"22887";"Parda";"15-29"
"22888";"Parda";"15-29"
"22889";"Parda";"15-29"
"22890";"Parda";"15-29"
"22891";"Parda";"15-29"
"22892";"Parda";"15-29"
"22893";"Parda";"15-29"
"22894";"Parda";"15-29"
"22895";"Parda";"15-29"
"22896";"Parda";"15-29"
"22897";"Parda";"15-29"
"22898";"Parda";"15-29"
"22899";"Parda";"15-29"
"22900";"Parda";"15-29"
"22901";"Parda";"15-29"
"22902";"Parda";"15-29"
"22903";"Parda";"15-29"
"22904";"Parda";"15-29"
"22905";"Parda";"15-29"
"22906";"Parda";"15-29"
"22907";"Parda";"15-29"
"22908";"Parda";"15-29"
"22909";"Parda";"15-29"
"22910";"Parda";"15-29"
"22911";"Parda";"15-29"
"22912";"Parda";"15-29"
"22913";"Parda";"15-29"
"22914";"Parda";"15-29"
"22915";"Parda";"15-29"
"22916";"Parda";"15-29"
"22917";"Parda";"15-29"
"22918";"Parda";"15-29"
"22919";"Parda";"15-29"
"22920";"Parda";"15-29"
"22921";"Parda";"15-29"
"22922";"Parda";"15-29"
"22923";"Parda";"15-29"
"22924";"Parda";"15-29"
"22925";"Parda";"15-29"
"22926";"Parda";"15-29"
"22927";"Parda";"15-29"
"22928";"Parda";"15-29"
"22929";"Parda";"15-29"
"22930";"Parda";"15-29"
"22931";"Parda";"15-29"
"22932";"Parda";"15-29"
"22933";"Parda";"15-29"
"22934";"Parda";"15-29"
"22935";"Parda";"15-29"
"22936";"Parda";"15-29"
"22937";"Parda";"15-29"
"22938";"Parda";"15-29"
"22939";"Parda";"15-29"
"22940";"Parda";"15-29"
"22941";"Parda";"15-29"
"22942";"Parda";"15-29"
"22943";"Parda";"15-29"
"22944";"Parda";"15-29"
"22945";"Parda";"15-29"
"22946";"Parda";"15-29"
"22947";"Parda";"15-29"
"22948";"Parda";"15-29"
"22949";"Parda";"15-29"
"22950";"Parda";"15-29"
"22951";"Parda";"15-29"
"22952";"Parda";"15-29"
"22953";"Parda";"15-29"
"22954";"Parda";"15-29"
"22955";"Parda";"15-29"
"22956";"Parda";"15-29"
"22957";"Parda";"15-29"
"22958";"Parda";"15-29"
"22959";"Parda";"15-29"
"22960";"Parda";"15-29"
"22961";"Parda";"15-29"
"22962";"Parda";"15-29"
"22963";"Parda";"15-29"
"22964";"Parda";"15-29"
"22965";"Parda";"15-29"
"22966";"Parda";"15-29"
"22967";"Parda";"15-29"
"22968";"Parda";"15-29"
"22969";"Parda";"15-29"
"22970";"Parda";"15-29"
"22971";"Parda";"15-29"
"22972";"Parda";"15-29"
"22973";"Parda";"15-29"
"22974";"Parda";"15-29"
"22975";"Parda";"15-29"
"22976";"Parda";"15-29"
"22977";"Parda";"15-29"
"22978";"Parda";"15-29"
"22979";"Parda";"15-29"
"22980";"Parda";"15-29"
"22981";"Parda";"15-29"
"22982";"Parda";"15-29"
"22983";"Parda";"15-29"
"22984";"Parda";"15-29"
"22985";"Parda";"15-29"
"22986";"Parda";"15-29"
"22987";"Parda";"15-29"
"22988";"Parda";"15-29"
"22989";"Parda";"15-29"
"22990";"Parda";"15-29"
"22991";"Parda";"15-29"
"22992";"Parda";"15-29"
"22993";"Parda";"15-29"
"22994";"Parda";"15-29"
"22995";"Parda";"15-29"
"22996";"Parda";"15-29"
"22997";"Parda";"15-29"
"22998";"Parda";"15-29"
"22999";"Parda";"15-29"
"23000";"Parda";"15-29"
"23001";"Parda";"15-29"
"23002";"Parda";"15-29"
"23003";"Parda";"15-29"
"23004";"Parda";"15-29"
"23005";"Parda";"15-29"
"23006";"Parda";"15-29"
"23007";"Parda";"15-29"
"23008";"Parda";"15-29"
"23009";"Parda";"15-29"
"23010";"Parda";"15-29"
"23011";"Parda";"15-29"
"23012";"Parda";"15-29"
"23013";"Parda";"15-29"
"23014";"Parda";"15-29"
"23015";"Parda";"15-29"
"23016";"Parda";"15-29"
"23017";"Parda";"15-29"
"23018";"Parda";"15-29"
"23019";"Parda";"15-29"
"23020";"Parda";"15-29"
"23021";"Parda";"15-29"
"23022";"Parda";"15-29"
"23023";"Parda";"15-29"
"23024";"Parda";"15-29"
"23025";"Parda";"15-29"
"23026";"Parda";"15-29"
"23027";"Parda";"15-29"
"23028";"Parda";"15-29"
"23029";"Parda";"15-29"
"23030";"Parda";"15-29"
"23031";"Parda";"15-29"
"23032";"Parda";"15-29"
"23033";"Parda";"15-29"
"23034";"Parda";"15-29"
"23035";"Parda";"15-29"
"23036";"Parda";"15-29"
"23037";"Parda";"15-29"
"23038";"Parda";"15-29"
"23039";"Parda";"15-29"
"23040";"Parda";"15-29"
"23041";"Parda";"15-29"
"23042";"Parda";"15-29"
"23043";"Parda";"15-29"
"23044";"Parda";"15-29"
"23045";"Parda";"15-29"
"23046";"Parda";"15-29"
"23047";"Parda";"15-29"
"23048";"Parda";"15-29"
"23049";"Parda";"15-29"
"23050";"Parda";"15-29"
"23051";"Parda";"15-29"
"23052";"Parda";"15-29"
"23053";"Parda";"15-29"
"23054";"Parda";"15-29"
"23055";"Parda";"15-29"
"23056";"Parda";"15-29"
"23057";"Parda";"15-29"
"23058";"Parda";"15-29"
"23059";"Parda";"15-29"
"23060";"Parda";"15-29"
"23061";"Parda";"15-29"
"23062";"Parda";"15-29"
"23063";"Parda";"15-29"
"23064";"Parda";"15-29"
"23065";"Parda";"15-29"
"23066";"Parda";"15-29"
"23067";"Parda";"15-29"
"23068";"Parda";"15-29"
"23069";"Parda";"15-29"
"23070";"Parda";"15-29"
"23071";"Parda";"15-29"
"23072";"Parda";"15-29"
"23073";"Parda";"15-29"
"23074";"Parda";"15-29"
"23075";"Parda";"15-29"
"23076";"Parda";"15-29"
"23077";"Parda";"15-29"
"23078";"Parda";"15-29"
"23079";"Parda";"15-29"
"23080";"Parda";"15-29"
"23081";"Parda";"15-29"
"23082";"Parda";"15-29"
"23083";"Parda";"15-29"
"23084";"Parda";"15-29"
"23085";"Parda";"15-29"
"23086";"Parda";"15-29"
"23087";"Parda";"15-29"
"23088";"Parda";"15-29"
"23089";"Parda";"15-29"
"23090";"Parda";"15-29"
"23091";"Parda";"15-29"
"23092";"Parda";"15-29"
"23093";"Parda";"15-29"
"23094";"Parda";"15-29"
"23095";"Parda";"15-29"
"23096";"Parda";"15-29"
"23097";"Parda";"15-29"
"23098";"Parda";"15-29"
"23099";"Parda";"15-29"
"23100";"Parda";"15-29"
"23101";"Parda";"15-29"
"23102";"Parda";"15-29"
"23103";"Parda";"15-29"
"23104";"Parda";"15-29"
"23105";"Parda";"15-29"
"23106";"Parda";"15-29"
"23107";"Parda";"15-29"
"23108";"Parda";"15-29"
"23109";"Parda";"15-29"
"23110";"Parda";"15-29"
"23111";"Parda";"15-29"
"23112";"Parda";"15-29"
"23113";"Parda";"15-29"
"23114";"Parda";"15-29"
"23115";"Parda";"15-29"
"23116";"Parda";"15-29"
"23117";"Parda";"15-29"
"23118";"Parda";"15-29"
"23119";"Parda";"15-29"
"23120";"Parda";"15-29"
"23121";"Parda";"15-29"
"23122";"Parda";"15-29"
"23123";"Parda";"15-29"
"23124";"Parda";"15-29"
"23125";"Parda";"15-29"
"23126";"Parda";"15-29"
"23127";"Parda";"15-29"
"23128";"Parda";"15-29"
"23129";"Parda";"15-29"
"23130";"Parda";"15-29"
"23131";"Parda";"15-29"
"23132";"Parda";"15-29"
"23133";"Parda";"15-29"
"23134";"Parda";"15-29"
"23135";"Parda";"15-29"
"23136";"Parda";"15-29"
"23137";"Parda";"15-29"
"23138";"Parda";"15-29"
"23139";"Parda";"15-29"
"23140";"Parda";"15-29"
"23141";"Parda";"15-29"
"23142";"Parda";"15-29"
"23143";"Parda";"15-29"
"23144";"Parda";"15-29"
"23145";"Parda";"15-29"
"23146";"Parda";"15-29"
"23147";"Parda";"15-29"
"23148";"Parda";"15-29"
"23149";"Parda";"15-29"
"23150";"Parda";"15-29"
"23151";"Parda";"15-29"
"23152";"Parda";"15-29"
"23153";"Parda";"15-29"
"23154";"Parda";"15-29"
"23155";"Parda";"15-29"
"23156";"Parda";"15-29"
"23157";"Parda";"15-29"
"23158";"Parda";"15-29"
"23159";"Parda";"15-29"
"23160";"Parda";"15-29"
"23161";"Parda";"15-29"
"23162";"Parda";"15-29"
"23163";"Parda";"15-29"
"23164";"Parda";"15-29"
"23165";"Parda";"15-29"
"23166";"Parda";"15-29"
"23167";"Parda";"15-29"
"23168";"Parda";"15-29"
"23169";"Parda";"15-29"
"23170";"Parda";"15-29"
"23171";"Parda";"15-29"
"23172";"Parda";"15-29"
"23173";"Parda";"15-29"
"23174";"Parda";"15-29"
"23175";"Parda";"15-29"
"23176";"Parda";"15-29"
"23177";"Parda";"15-29"
"23178";"Parda";"15-29"
"23179";"Parda";"15-29"
"23180";"Parda";"15-29"
"23181";"Parda";"15-29"
"23182";"Parda";"15-29"
"23183";"Parda";"15-29"
"23184";"Parda";"15-29"
"23185";"Parda";"15-29"
"23186";"Parda";"15-29"
"23187";"Parda";"15-29"
"23188";"Parda";"15-29"
"23189";"Parda";"15-29"
"23190";"Parda";"15-29"
"23191";"Parda";"15-29"
"23192";"Parda";"15-29"
"23193";"Parda";"15-29"
"23194";"Parda";"15-29"
"23195";"Parda";"15-29"
"23196";"Parda";"15-29"
"23197";"Parda";"15-29"
"23198";"Parda";"15-29"
"23199";"Parda";"15-29"
"23200";"Parda";"15-29"
"23201";"Parda";"15-29"
"23202";"Parda";"15-29"
"23203";"Parda";"15-29"
"23204";"Parda";"15-29"
"23205";"Parda";"15-29"
"23206";"Parda";"15-29"
"23207";"Parda";"15-29"
"23208";"Parda";"15-29"
"23209";"Parda";"15-29"
"23210";"Parda";"15-29"
"23211";"Parda";"15-29"
"23212";"Parda";"15-29"
"23213";"Parda";"15-29"
"23214";"Parda";"15-29"
"23215";"Parda";"15-29"
"23216";"Parda";"15-29"
"23217";"Parda";"15-29"
"23218";"Parda";"15-29"
"23219";"Parda";"15-29"
"23220";"Parda";"15-29"
"23221";"Parda";"15-29"
"23222";"Parda";"15-29"
"23223";"Parda";"15-29"
"23224";"Parda";"15-29"
"23225";"Parda";"15-29"
"23226";"Parda";"15-29"
"23227";"Parda";"15-29"
"23228";"Parda";"15-29"
"23229";"Parda";"15-29"
"23230";"Parda";"15-29"
"23231";"Parda";"15-29"
"23232";"Parda";"15-29"
"23233";"Parda";"15-29"
"23234";"Parda";"15-29"
"23235";"Parda";"15-29"
"23236";"Parda";"15-29"
"23237";"Parda";"15-29"
"23238";"Parda";"15-29"
"23239";"Parda";"15-29"
"23240";"Parda";"15-29"
"23241";"Parda";"15-29"
"23242";"Parda";"15-29"
"23243";"Parda";"15-29"
"23244";"Parda";"15-29"
"23245";"Parda";"15-29"
"23246";"Parda";"15-29"
"23247";"Parda";"15-29"
"23248";"Parda";"15-29"
"23249";"Parda";"15-29"
"23250";"Parda";"15-29"
"23251";"Parda";"15-29"
"23252";"Parda";"15-29"
"23253";"Parda";"15-29"
"23254";"Parda";"15-29"
"23255";"Parda";"15-29"
"23256";"Parda";"15-29"
"23257";"Parda";"15-29"
"23258";"Parda";"15-29"
"23259";"Parda";"15-29"
"23260";"Parda";"15-29"
"23261";"Parda";"15-29"
"23262";"Parda";"15-29"
"23263";"Parda";"15-29"
"23264";"Parda";"15-29"
"23265";"Parda";"15-29"
"23266";"Parda";"15-29"
"23267";"Parda";"15-29"
"23268";"Parda";"15-29"
"23269";"Parda";"15-29"
"23270";"Parda";"15-29"
"23271";"Parda";"15-29"
"23272";"Parda";"15-29"
"23273";"Parda";"15-29"
"23274";"Parda";"15-29"
"23275";"Parda";"15-29"
"23276";"Parda";"15-29"
"23277";"Parda";"15-29"
"23278";"Parda";"15-29"
"23279";"Parda";"15-29"
"23280";"Parda";"15-29"
"23281";"Parda";"15-29"
"23282";"Parda";"15-29"
"23283";"Parda";"15-29"
"23284";"Parda";"15-29"
"23285";"Parda";"15-29"
"23286";"Parda";"15-29"
"23287";"Parda";"15-29"
"23288";"Parda";"15-29"
"23289";"Parda";"15-29"
"23290";"Parda";"15-29"
"23291";"Parda";"15-29"
"23292";"Parda";"15-29"
"23293";"Parda";"15-29"
"23294";"Parda";"15-29"
"23295";"Parda";"15-29"
"23296";"Parda";"15-29"
"23297";"Parda";"15-29"
"23298";"Parda";"15-29"
"23299";"Parda";"15-29"
"23300";"Parda";"15-29"
"23301";"Parda";"15-29"
"23302";"Parda";"15-29"
"23303";"Parda";"15-29"
"23304";"Parda";"15-29"
"23305";"Parda";"15-29"
"23306";"Parda";"15-29"
"23307";"Parda";"15-29"
"23308";"Parda";"15-29"
"23309";"Parda";"15-29"
"23310";"Parda";"15-29"
"23311";"Parda";"15-29"
"23312";"Parda";"15-29"
"23313";"Parda";"15-29"
"23314";"Parda";"15-29"
"23315";"Parda";"15-29"
"23316";"Parda";"15-29"
"23317";"Parda";"15-29"
"23318";"Parda";"15-29"
"23319";"Parda";"15-29"
"23320";"Parda";"15-29"
"23321";"Parda";"15-29"
"23322";"Parda";"15-29"
"23323";"Parda";"15-29"
"23324";"Parda";"15-29"
"23325";"Parda";"15-29"
"23326";"Parda";"15-29"
"23327";"Parda";"15-29"
"23328";"Parda";"15-29"
"23329";"Parda";"15-29"
"23330";"Parda";"15-29"
"23331";"Parda";"15-29"
"23332";"Parda";"15-29"
"23333";"Parda";"15-29"
"23334";"Parda";"15-29"
"23335";"Parda";"15-29"
"23336";"Parda";"15-29"
"23337";"Parda";"15-29"
"23338";"Parda";"15-29"
"23339";"Parda";"15-29"
"23340";"Parda";"15-29"
"23341";"Parda";"15-29"
"23342";"Parda";"15-29"
"23343";"Parda";"15-29"
"23344";"Parda";"15-29"
"23345";"Parda";"15-29"
"23346";"Parda";"15-29"
"23347";"Parda";"15-29"
"23348";"Parda";"15-29"
"23349";"Parda";"15-29"
"23350";"Parda";"15-29"
"23351";"Parda";"15-29"
"23352";"Parda";"15-29"
"23353";"Parda";"15-29"
"23354";"Parda";"15-29"
"23355";"Parda";"15-29"
"23356";"Parda";"15-29"
"23357";"Parda";"15-29"
"23358";"Parda";"15-29"
"23359";"Parda";"15-29"
"23360";"Parda";"15-29"
"23361";"Parda";"15-29"
"23362";"Parda";"15-29"
"23363";"Parda";"15-29"
"23364";"Parda";"15-29"
"23365";"Parda";"15-29"
"23366";"Parda";"15-29"
"23367";"Parda";"15-29"
"23368";"Parda";"15-29"
"23369";"Parda";"15-29"
"23370";"Parda";"15-29"
"23371";"Parda";"15-29"
"23372";"Parda";"15-29"
"23373";"Parda";"15-29"
"23374";"Parda";"15-29"
"23375";"Parda";"15-29"
"23376";"Parda";"15-29"
"23377";"Parda";"15-29"
"23378";"Parda";"15-29"
"23379";"Parda";"15-29"
"23380";"Parda";"15-29"
"23381";"Parda";"15-29"
"23382";"Parda";"15-29"
"23383";"Parda";"15-29"
"23384";"Parda";"15-29"
"23385";"Parda";"15-29"
"23386";"Parda";"15-29"
"23387";"Parda";"15-29"
"23388";"Parda";"15-29"
"23389";"Parda";"15-29"
"23390";"Parda";"15-29"
"23391";"Parda";"15-29"
"23392";"Parda";"15-29"
"23393";"Parda";"15-29"
"23394";"Parda";"15-29"
"23395";"Parda";"15-29"
"23396";"Parda";"15-29"
"23397";"Parda";"15-29"
"23398";"Parda";"15-29"
"23399";"Parda";"15-29"
"23400";"Parda";"15-29"
"23401";"Parda";"15-29"
"23402";"Parda";"15-29"
"23403";"Parda";"15-29"
"23404";"Parda";"15-29"
"23405";"Parda";"15-29"
"23406";"Parda";"15-29"
"23407";"Parda";"15-29"
"23408";"Parda";"15-29"
"23409";"Parda";"15-29"
"23410";"Parda";"15-29"
"23411";"Parda";"15-29"
"23412";"Parda";"15-29"
"23413";"Parda";"15-29"
"23414";"Parda";"15-29"
"23415";"Parda";"15-29"
"23416";"Parda";"15-29"
"23417";"Parda";"15-29"
"23418";"Parda";"15-29"
"23419";"Parda";"15-29"
"23420";"Parda";"15-29"
"23421";"Parda";"15-29"
"23422";"Parda";"15-29"
"23423";"Parda";"15-29"
"23424";"Parda";"15-29"
"23425";"Parda";"15-29"
"23426";"Parda";"15-29"
"23427";"Parda";"15-29"
"23428";"Parda";"15-29"
"23429";"Parda";"15-29"
"23430";"Parda";"15-29"
"23431";"Parda";"15-29"
"23432";"Parda";"15-29"
"23433";"Parda";"15-29"
"23434";"Parda";"15-29"
"23435";"Parda";"15-29"
"23436";"Parda";"15-29"
"23437";"Parda";"15-29"
"23438";"Parda";"15-29"
"23439";"Parda";"15-29"
"23440";"Parda";"15-29"
"23441";"Parda";"15-29"
"23442";"Parda";"15-29"
"23443";"Parda";"15-29"
"23444";"Parda";"15-29"
"23445";"Parda";"15-29"
"23446";"Parda";"15-29"
"23447";"Parda";"15-29"
"23448";"Parda";"15-29"
"23449";"Parda";"15-29"
"23450";"Parda";"15-29"
"23451";"Parda";"15-29"
"23452";"Parda";"15-29"
"23453";"Parda";"15-29"
"23454";"Parda";"15-29"
"23455";"Parda";"15-29"
"23456";"Parda";"15-29"
"23457";"Parda";"15-29"
"23458";"Parda";"15-29"
"23459";"Parda";"15-29"
"23460";"Parda";"15-29"
"23461";"Parda";"15-29"
"23462";"Parda";"15-29"
"23463";"Parda";"15-29"
"23464";"Parda";"15-29"
"23465";"Parda";"15-29"
"23466";"Parda";"15-29"
"23467";"Parda";"15-29"
"23468";"Parda";"15-29"
"23469";"Parda";"15-29"
"23470";"Parda";"15-29"
"23471";"Parda";"15-29"
"23472";"Parda";"15-29"
"23473";"Parda";"15-29"
"23474";"Parda";"15-29"
"23475";"Parda";"15-29"
"23476";"Parda";"15-29"
"23477";"Parda";"15-29"
"23478";"Parda";"15-29"
"23479";"Parda";"15-29"
"23480";"Parda";"15-29"
"23481";"Parda";"15-29"
"23482";"Parda";"15-29"
"23483";"Parda";"15-29"
"23484";"Parda";"15-29"
"23485";"Parda";"15-29"
"23486";"Parda";"15-29"
"23487";"Parda";"15-29"
"23488";"Parda";"15-29"
"23489";"Parda";"15-29"
"23490";"Parda";"15-29"
"23491";"Parda";"15-29"
"23492";"Parda";"15-29"
"23493";"Parda";"15-29"
"23494";"Parda";"15-29"
"23495";"Parda";"15-29"
"23496";"Parda";"15-29"
"23497";"Parda";"15-29"
"23498";"Parda";"15-29"
"23499";"Parda";"15-29"
"23500";"Parda";"15-29"
"23501";"Parda";"15-29"
"23502";"Parda";"15-29"
"23503";"Parda";"15-29"
"23504";"Parda";"15-29"
"23505";"Parda";"15-29"
"23506";"Parda";"15-29"
"23507";"Parda";"15-29"
"23508";"Parda";"15-29"
"23509";"Parda";"15-29"
"23510";"Parda";"15-29"
"23511";"Parda";"15-29"
"23512";"Parda";"15-29"
"23513";"Parda";"15-29"
"23514";"Parda";"15-29"
"23515";"Parda";"15-29"
"23516";"Parda";"15-29"
"23517";"Parda";"15-29"
"23518";"Parda";"15-29"
"23519";"Parda";"15-29"
"23520";"Parda";"15-29"
"23521";"Parda";"15-29"
"23522";"Parda";"15-29"
"23523";"Parda";"15-29"
"23524";"Parda";"15-29"
"23525";"Parda";"15-29"
"23526";"Parda";"15-29"
"23527";"Parda";"15-29"
"23528";"Parda";"15-29"
"23529";"Parda";"15-29"
"23530";"Parda";"15-29"
"23531";"Parda";"15-29"
"23532";"Parda";"15-29"
"23533";"Parda";"15-29"
"23534";"Parda";"15-29"
"23535";"Parda";"15-29"
"23536";"Parda";"15-29"
"23537";"Parda";"15-29"
"23538";"Parda";"15-29"
"23539";"Parda";"15-29"
"23540";"Parda";"15-29"
"23541";"Parda";"15-29"
"23542";"Parda";"15-29"
"23543";"Parda";"15-29"
"23544";"Parda";"15-29"
"23545";"Parda";"15-29"
"23546";"Parda";"15-29"
"23547";"Parda";"15-29"
"23548";"Parda";"15-29"
"23549";"Parda";"15-29"
"23550";"Parda";"15-29"
"23551";"Parda";"15-29"
"23552";"Parda";"15-29"
"23553";"Parda";"15-29"
"23554";"Parda";"15-29"
"23555";"Parda";"15-29"
"23556";"Parda";"15-29"
"23557";"Parda";"15-29"
"23558";"Parda";"15-29"
"23559";"Parda";"15-29"
"23560";"Parda";"15-29"
"23561";"Parda";"15-29"
"23562";"Parda";"15-29"
"23563";"Parda";"15-29"
"23564";"Parda";"15-29"
"23565";"Parda";"15-29"
"23566";"Parda";"15-29"
"23567";"Parda";"15-29"
"23568";"Parda";"15-29"
"23569";"Parda";"15-29"
"23570";"Parda";"15-29"
"23571";"Parda";"15-29"
"23572";"Parda";"15-29"
"23573";"Parda";"15-29"
"23574";"Parda";"15-29"
"23575";"Parda";"15-29"
"23576";"Parda";"15-29"
"23577";"Parda";"15-29"
"23578";"Parda";"15-29"
"23579";"Parda";"15-29"
"23580";"Parda";"15-29"
"23581";"Parda";"15-29"
"23582";"Parda";"15-29"
"23583";"Parda";"15-29"
"23584";"Parda";"15-29"
"23585";"Parda";"15-29"
"23586";"Parda";"15-29"
"23587";"Parda";"15-29"
"23588";"Parda";"15-29"
"23589";"Parda";"15-29"
"23590";"Parda";"15-29"
"23591";"Parda";"15-29"
"23592";"Parda";"15-29"
"23593";"Parda";"15-29"
"23594";"Parda";"15-29"
"23595";"Parda";"15-29"
"23596";"Parda";"15-29"
"23597";"Parda";"15-29"
"23598";"Parda";"15-29"
"23599";"Parda";"15-29"
"23600";"Parda";"15-29"
"23601";"Parda";"15-29"
"23602";"Parda";"15-29"
"23603";"Parda";"15-29"
"23604";"Parda";"15-29"
"23605";"Parda";"15-29"
"23606";"Parda";"15-29"
"23607";"Parda";"15-29"
"23608";"Parda";"15-29"
"23609";"Parda";"15-29"
"23610";"Parda";"15-29"
